,Year,StateAbbr,CountyFIPS,LocationName,DataSource,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID
49168,2019,TX,48121,48121021301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.9,12.7,17.4,3368,POINT (-97.12890029 33.19826836),48121021301
49194,2019,TX,48113,48113013722,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.0,13.5,16.6,3633,POINT (-96.85269681 32.98002295),48113013722
49202,2019,TX,48113,48113017812,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.4,17.3,21.8,2412,POINT (-96.62173753 32.81667033),48113017812
49223,2019,TX,48113,48113018134,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.4,12.6,16.5,5421,POINT (-96.52646903 32.90241751),48113018134
49240,2019,TX,48113,48113016301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.6,20.0,25.2,5955,POINT (-96.97908039 32.71726905),48113016301
49244,2019,TX,48113,48113009803,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.6,27.1,34.2,2402,POINT (-96.87518928 32.87596237),48113009803
49274,2019,TX,48113,48113018402,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.7,21.3,27.7,3993,POINT (-96.64042033 32.8716835),48113018402
49360,2019,TX,48113,48113019024,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.0,16.9,21.3,4118,POINT (-96.69137496 32.93821291),48113019024
49361,2019,TX,48113,48113016413,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.6,13.9,17.4,6809,POINT (-97.00699971 32.65403388),48113016413
49385,2019,TX,48113,48113016625,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.1,14.9,19.4,8841,POINT (-96.92036117 32.60149992),48113016625
49393,2019,TX,48113,48113013400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.2,9.0,11.8,1938,POINT (-96.8113566 32.90209888),48113013400
49394,2019,TX,48113,48113013716,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.1,18.8,23.4,4452,POINT (-96.90714879 32.96866871),48113013716
49408,2019,TX,48121,48121021523,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.7,18.5,23.1,3600,POINT (-96.86448736 33.10238253),48121021523
49426,2019,TX,48113,48113018136,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.2,12.4,16.3,7761,POINT (-96.56479265 32.88239982),48113018136
49452,2019,TX,48113,48113014307,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.5,11.9,15.3,3911,POINT (-96.95875511 32.85346947),48113014307
49478,2019,TX,48113,48113014306,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.1,25.0,31.3,5462,POINT (-96.98458171 32.84388335),48113014306
49482,2019,TX,48113,48113014103,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.4,15.2,19.7,3015,POINT (-96.98463981 32.89049885),48113014103
49501,2019,TX,48113,48113009702,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.6,10.5,15.0,3060,POINT (-96.86263479 32.88855691),48113009702
49517,2019,TX,48113,48113016701,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.9,30.3,37.8,6084,POINT (-96.77379781 32.65662276),48113016701
49545,2019,TX,48113,48113015204,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.0,21.7,26.6,7438,POINT (-96.96819231 32.79231701),48113015204
49636,2019,TX,48113,48113007914,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.1,11.9,16.7,2363,POINT (-96.76958997 32.84213783),48113007914
49637,2019,TX,48121,48121021723,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.3,11.7,15.3,1334,POINT (-97.03232038 33.02389587),48121021723
49694,2019,TX,48119,48119950200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.0,23.3,28.7,2258,POINT (-95.66617599 33.3496021),48119950200
49706,2019,TX,48113,48113017605,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,32.1,28.7,35.3,3550,POINT (-96.64415065 32.75451076),48113017605
49723,2019,TX,48121,48121020112,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.6,10.0,13.4,2886,POINT (-96.88829848 33.17244622),48121020112
49760,2019,TX,48113,48113013804,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.2,18.1,22.4,3169,POINT (-96.86113485 32.9206445),48113013804
49777,2019,TX,48121,48121021615,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.9,18.6,23.4,4710,POINT (-96.8794438 32.9953883),48121021615
49804,2019,TX,48113,48113016520,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.8,27.6,34.2,6953,POINT (-96.91867669 32.69825126),48113016520
49808,2019,TX,48113,48113013609,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.2,17.1,23.3,3643,POINT (-96.77712521 32.94515506),48113013609
49822,2019,TX,48113,48113019004,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.4,20.3,24.7,6611,POINT (-96.69618173 32.92612028),48113019004
49860,2019,TX,48121,48121020309,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.7,13.6,15.9,8315,POINT (-97.31697717 33.14339638),48121020309
49891,2019,TX,48113,48113015404,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.6,30.3,36.9,4462,POINT (-97.02770284 32.74729405),48113015404
49899,2019,TX,48121,48121021409,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.0,11.8,16.4,7887,POINT (-97.07255275 33.15158915),48121021409
49976,2019,TX,48161,48161000200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.1,17.2,23.2,1231,POINT (-96.15397202 31.73070108),48161000200
49999,2019,TX,48141,48141001002,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,39.1,34.6,43.5,3845,POINT (-106.450559 31.80046366),48141001002
50074,2019,TX,48141,48141004106,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.5,32.5,40.9,5271,POINT (-106.3400557 31.7387075),48141004106
50091,2019,TX,48135,48135001000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.4,20.8,26.1,4666,POINT (-102.4032147 31.85591425),48135001000
50121,2019,TX,48137,48137950300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.2,28.8,33.6,2002,POINT (-100.3047364 29.98261703),48137950300
50124,2019,TX,48181,48181001102,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.0,17.4,20.7,6928,POINT (-96.87370306 33.65399069),48181001102
50154,2019,TX,48167,48167720302,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.7,11.6,16.3,7004,POINT (-95.21607761 29.49851088),48167720302
50169,2019,TX,48157,48157672900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.3,12.2,14.3,28537,POINT (-95.7150102 29.67301257),48157672900
50185,2019,TX,48141,48141010211,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.1,13.4,16.8,2930,POINT (-106.4709618 31.93732032),48141010211
50186,2019,TX,48141,48141001201,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,35.6,31.4,39.8,5657,POINT (-106.5787517 31.85192517),48141001201
50237,2019,TX,48157,48157674501,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.6,10.8,12.5,6603,POINT (-95.52694998 29.52442405),48157674501
50288,2019,TX,48167,48167724600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,32.2,29.3,35.7,1793,POINT (-94.80814167 29.29766673),48167724600
50310,2019,TX,48157,48157673102,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.7,10.3,13.1,15344,POINT (-95.78710851 29.71875782),48157673102
50378,2019,TX,48185,48185180302,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.8,25.1,28.5,3675,POINT (-95.90312804 30.68657873),48185180302
50380,2019,TX,48141,48141010504,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,43.7,39.6,47.5,1834,POINT (-106.057931 31.42454005),48141010504
50385,2019,TX,48167,48167721800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,32.6,28.8,36.5,4540,POINT (-94.94495931 29.48550188),48167721800
50460,2019,TX,48159,48159950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.2,15.7,18.9,5385,POINT (-95.21788998 33.21315404),48159950100
50472,2019,TX,48121,48121021744,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.3,21.4,27.6,3352,POINT (-97.01194439 33.03970793),48121021744
50574,2019,TX,48157,48157670300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.0,26.7,33.4,3801,POINT (-95.48789335 29.59500084),48157670300
50578,2019,TX,48157,48157670901,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.3,11.7,15.1,10214,POINT (-95.52663803 29.55020515),48157670901
50622,2019,TX,48157,48157673700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.9,24.8,31.3,2209,POINT (-95.70466673 29.6196121),48157673700
50624,2019,TX,48141,48141010323,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.3,18.4,24.8,4238,POINT (-106.2936086 31.78693284),48141010323
50642,2019,TX,48141,48141010217,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.7,13.4,18.2,5023,POINT (-106.5532888 31.87068072),48141010217
50682,2019,TX,48167,48167723800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.9,15.4,18.7,4098,POINT (-94.94358883 29.33183909),48167723800
50696,2019,TX,48139,48139060900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.5,15.3,17.7,6086,POINT (-96.99904676 32.33476734),48139060900
50766,2019,TX,48141,48141003701,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,38.8,34.3,43.4,4417,POINT (-106.395212 31.74891205),48141003701
50793,2019,TX,48141,48141002201,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.1,29.3,37.0,3372,POINT (-106.4816927 31.77958455),48141002201
50856,2019,TX,48181,48181002000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.5,32.2,37.0,3072,POINT (-96.60564955 33.63651618),48181002000
50865,2019,TX,48147,48147950500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.7,21.5,23.9,2661,POINT (-96.01783362 33.51852309),48147950500
50893,2019,TX,48141,48141003903,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,41.3,37.6,45.1,6921,POINT (-106.340792 31.6909393),48141003903
50918,2019,TX,48167,48167724300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.3,19.7,25.2,3104,POINT (-94.78035402 29.30775831),48167724300
50948,2019,TX,48141,48141010409,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.2,29.8,38.5,6377,POINT (-106.2851418 31.66080412),48141010409
50957,2019,TX,48167,48167724101,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.5,18.6,22.5,1241,POINT (-94.75978858 29.32059329),48167724101
50963,2019,TX,48141,48141002000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,53.5,48.7,58.1,2171,POINT (-106.4714675 31.75768823),48141002000
51001,2019,TX,48141,48141002202,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,37.9,33.3,42.7,4712,POINT (-106.4841163 31.77045666),48141002202
51027,2019,TX,48157,48157675100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.6,21.1,26.3,9099,POINT (-95.77194336 29.54948938),48157675100
51033,2019,TX,48179,48179950600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,35.6,32.6,38.8,2190,POINT (-100.9435482 35.53571553),48179950600
51045,2019,TX,48167,48167723200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.3,19.8,22.7,3362,POINT (-95.02493338 29.37207715),48167723200
51072,2019,TX,48141,48141010346,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,32.7,28.3,37.0,4445,POINT (-106.2634722 31.66762184),48141010346
51093,2019,TX,48167,48167726000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.2,13.6,19.0,1566,POINT (-94.90408524 29.24264699),48167726000
51111,2019,TX,48157,48157672602,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.5,17.6,21.6,6332,POINT (-95.67490433 29.68537527),48157672602
51141,2019,TX,48141,48141010502,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,39.8,36.0,43.5,2281,POINT (-106.0691847 31.53089466),48141010502
51173,2019,TX,48145,48145000500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.7,20.0,23.6,2244,POINT (-97.07186431 31.19131895),48145000500
51176,2019,TX,48183,48183000300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.3,17.5,21.1,4944,POINT (-94.73025611 32.52402914),48183000300
51244,2019,TX,48167,48167722001,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.9,17.0,21.2,5486,POINT (-94.91208825 29.42025294),48167722001
51259,2019,TX,48183,48183010200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.2,23.7,26.8,7841,POINT (-94.91472568 32.51278951),48183010200
51274,2019,TX,48141,48141004303,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.1,22.9,29.2,5956,POINT (-106.3510379 31.77793831),48141004303
51278,2019,TX,48167,48167725900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.0,14.2,17.8,2214,POINT (-94.86297419 29.26406522),48167725900
51291,2019,TX,48141,48141000106,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.9,18.1,21.8,6081,POINT (-106.4304214 31.92046704),48141000106
51317,2019,TX,48123,48123970200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.7,29.7,33.5,5486,POINT (-97.39993631 29.16433985),48123970200
51346,2019,TX,48141,48141000108,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.4,28.7,34.2,2505,POINT (-106.4013604 31.919597),48141000108
51356,2019,TX,48127,48127950200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,39.3,35.9,42.6,7715,POINT (-99.9759428 28.47325831),48127950200
51385,2019,TX,48157,48157671001,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.7,12.2,15.8,5412,POINT (-95.55196482 29.57235696),48157671001
51452,2019,TX,48179,48179950300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.8,15.2,20.6,4325,POINT (-100.9535323 35.56249388),48179950300
51468,2019,TX,48181,48181001700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.6,22.5,26.8,4816,POINT (-96.62481839 33.61208873),48181001700
51473,2019,TX,48157,48157674000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.0,13.2,17.0,7972,POINT (-95.61996718 29.5864343),48157674000
51477,2019,TX,48139,48139061400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.8,18.4,23.3,7595,POINT (-96.6597085 32.33959231),48139061400
51496,2019,TX,48167,48167725100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.8,29.0,34.7,1886,POINT (-94.8095492 29.29081615),48167725100
51547,2019,TX,48131,48131950500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.5,32.6,36.7,3178,POINT (-98.51248307 27.52298016),48131950500
51592,2019,TX,48159,48159950200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.1,18.7,23.5,2763,POINT (-95.21661732 33.17015024),48159950200
51648,2019,TX,48123,48123970400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.5,22.0,24.9,3704,POINT (-97.37016952 28.96378199),48123970400
51663,2019,TX,48141,48141010221,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.0,31.4,36.8,6752,POINT (-106.5926792 31.94215987),48141010221
51664,2019,TX,48167,48167724900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.9,21.9,26.2,1910,POINT (-94.80138372 29.2869182),48167724900
51751,2019,TX,48187,48187210300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.4,28.7,34.2,6221,POINT (-97.97521374 29.56513176),48187210300
51761,2019,TX,48135,48135002900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.2,12.3,16.4,3368,POINT (-102.3078939 31.88630587),48135002900
51791,2019,TX,48141,48141003402,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,32.0,29.1,35.0,6496,POINT (-106.3968277 31.78892448),48141003402
51819,2019,TX,48153,48153950600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.6,27.2,32.2,3824,POINT (-101.299943 33.94158767),48153950600
51848,2019,TX,48157,48157672702,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.5,14.0,17.2,6942,POINT (-95.66918999 29.64292139),48157672702
51876,2019,TX,48141,48141010600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.3,14.0,16.8,6146,POINT (-106.4414722 31.83706521),48141010600
51891,2019,TX,48141,48141004104,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.5,27.5,35.5,6598,POINT (-106.3345246 31.71421135),48141004104
51896,2019,TX,48183,48183000402,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.9,18.0,22.1,3499,POINT (-94.74580041 32.52027192),48183000402
51932,2019,TX,48141,48141004316,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.4,20.2,27.1,6289,POINT (-106.2963441 31.74109541),48141004316
52120,2019,TX,48163,48163950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.6,29.5,33.6,6200,POINT (-98.95265243 28.86764499),48163950100
52173,2019,TX,48157,48157674200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,9.9,8.6,11.9,5600,POINT (-95.62149004 29.57148807),48157674200
52225,2019,TX,48183,48183000501,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.5,13.8,17.5,4801,POINT (-94.76671146 32.52435472),48183000501
52374,2019,TX,48139,48139061200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.8,22.3,25.5,2107,POINT (-96.73814401 32.22059155),48139061200
52383,2019,TX,48141,48141010303,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.1,23.0,29.5,3489,POINT (-106.3279526 31.79085284),48141010303
52399,2019,TX,48141,48141001203,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,40.5,36.0,45.4,968,POINT (-106.5621688 31.82329484),48141001203
52456,2019,TX,48141,48141010210,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.7,12.9,16.5,5902,POINT (-106.4303729 31.95575052),48141010210
52457,2019,TX,48157,48157675500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.0,15.0,17.0,11151,POINT (-95.66899128 29.46885122),48157675500
52459,2019,TX,48139,48139060500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.6,20.5,25.0,3196,POINT (-96.86033018 32.38747792),48139060500
52468,2019,TX,48121,48121021900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.1,9.1,13.8,4609,POINT (-96.85226162 33.12902731),48121021900
52472,2019,TX,48141,48141000204,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.0,26.4,31.8,5283,POINT (-106.400502 31.88968327),48141000204
52532,2019,TX,48157,48157672400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.2,18.0,20.3,8751,POINT (-95.63203821 29.67139919),48157672400
52619,2019,TX,48167,48167722300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.4,31.5,37.1,7335,POINT (-94.92406565 29.39011203),48167722300
52622,2019,TX,48141,48141003901,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,39.3,35.4,43.5,3950,POINT (-106.3357851 31.70243709),48141003901
52646,2019,TX,48165,48165950300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.2,19.6,24.7,5372,POINT (-102.6518261 32.71872823),48165950300
52737,2019,TX,48157,48157672302,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.9,13.2,16.7,9225,POINT (-95.63107628 29.64324607),48157672302
52744,2019,TX,48183,48183000700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.6,17.4,22.0,5420,POINT (-94.79718688 32.52961714),48183000700
52776,2019,TX,48135,48135002400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.1,14.1,18.4,5189,POINT (-102.3327038 31.88627342),48135002400
52777,2019,TX,48173,48173950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.8,23.4,28.0,1226,POINT (-101.5207588 31.86945265),48173950100
52790,2019,TX,48141,48141010333,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.5,29.6,39.3,4772,POINT (-106.1654923 31.66878538),48141010333
52802,2019,TX,48141,48141010401,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,40.1,35.5,44.4,5981,POINT (-106.2973592 31.64190512),48141010401
52823,2019,TX,48167,48167724700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.8,33.4,40.3,1916,POINT (-94.79980798 29.29464345),48167724700
52832,2019,TX,48139,48139060211,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.1,15.4,18.7,3103,POINT (-96.90570866 32.42704612),48139060211
52887,2019,TX,48145,48145000300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,40.1,37.0,43.1,3708,POINT (-96.89298445 31.31652423),48145000300
52978,2019,TX,48157,48157670102,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.4,23.3,29.4,3383,POINT (-95.46393028 29.584568),48157670102
52986,2019,TX,48187,48187210100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.1,23.6,28.7,4463,POINT (-97.95380861 29.58781884),48187210100
52987,2019,TX,48141,48141010336,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.2,19.5,26.8,6638,POINT (-106.2744567 31.74788167),48141010336
52998,2019,TX,48157,48157670602,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.7,23.4,30.1,1907,POINT (-95.4990427 29.58945543),48157670602
53040,2019,TX,48141,48141003200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,48.2,43.3,53.1,2774,POINT (-106.4222042 31.77451268),48141003200
53061,2019,TX,48141,48141010341,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.6,17.8,21.6,16119,POINT (-106.2035824 31.76716457),48141010341
53113,2019,TX,48139,48139060802,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.8,13.0,17.0,5978,POINT (-97.03835604 32.43418559),48139060802
53142,2019,TX,48139,48139061600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.5,28.2,33.1,6253,POINT (-96.61683102 32.34168202),48139061600
53150,2019,TX,48141,48141010219,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.9,15.6,20.7,7642,POINT (-106.6127332 31.86666546),48141010219
53152,2019,TX,48181,48181000200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.8,27.6,32.3,2280,POINT (-96.48367057 33.77029422),48181000200
53181,2019,TX,48121,48121021735,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.4,9.9,13.2,3553,POINT (-96.98309451 33.00775806),48121021735
53241,2019,TX,48141,48141001109,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.6,16.3,21.3,4722,POINT (-106.5256712 31.84816203),48141001109
53276,2019,TX,48183,48183000900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.5,31.8,37.3,3143,POINT (-94.78561231 32.49272405),48183000900
53326,2019,TX,48141,48141010319,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,43.2,39.4,46.8,641,POINT (-106.0552575 31.91167659),48141010319
53351,2019,TX,48167,48167722100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.4,21.9,27.2,6627,POINT (-94.90890665 29.40242715),48167722100
53359,2019,TX,48141,48141002800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,53.0,49.2,56.3,5732,POINT (-106.4604059 31.77084096),48141002800
53367,2019,TX,48131,48131950100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,37.5,34.3,40.7,5314,POINT (-98.34474285 27.88511103),48131950100
53369,2019,TX,48177,48177000600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.2,21.9,24.4,2515,POINT (-97.52073881 29.31380641),48177000600
53388,2019,TX,48157,48157673901,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.2,10.4,14.6,8763,POINT (-95.66931003 29.59206199),48157673901
53430,2019,TX,48135,48135001900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.7,33.3,40.0,5076,POINT (-102.3610282 31.83639238),48135001900
