,Year,StateAbbr,CountyFIPS,LocationName,DataSource,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID
24581,2019,TX,48085,48085030528,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.0,5.7,6.2,7405,POINT (-96.6731662 33.18333678),48085030528
24618,2019,TX,48041,48041001302,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.5,3.4,3.6,4028,POINT (-96.31369042 30.63224477),48041001302
24665,2019,TX,48085,48085031802,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.0,5.8,6.3,6124,POINT (-96.72043362 33.00878005),48085031802
24670,2019,TX,48113,48113001600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.7,4.5,4.8,3696,POINT (-96.78905263 32.7979455),48113001600
24720,2019,TX,48085,48085031712,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.2,4.0,4.3,4967,POINT (-96.83659859 33.01076642),48085031712
24738,2019,TX,48091,48091310802,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.0,6.8,7.1,5631,POINT (-98.22958672 29.66715917),48091310802
24745,2019,TX,48113,48113007101,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.9,6.6,7.2,1854,POINT (-96.81753465 32.84432641),48113007101
24778,2019,TX,48085,48085031643,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.8,5.6,6.1,4207,POINT (-96.74301517 33.06413811),48085031643
24819,2019,TX,48107,48107950300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.7,6.5,6.9,1479,POINT (-101.4976404 33.5883655),48107950300
24952,2019,TX,48113,48113004800,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.0,2.9,3.2,3205,POINT (-96.81755807 32.74366416),48113004800
25016,2019,TX,48061,48061012101,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.9,7.6,8.1,5103,POINT (-97.68400706 26.11770981),48061012101
25054,2019,TX,48113,48113006402,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.7,3.6,3.9,5328,POINT (-96.87344439 32.72741011),48113006402
25079,2019,TX,48041,48041000900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.9,3.8,4.0,2369,POINT (-96.3669259 30.64715266),48041000900
25081,2019,TX,48061,48061013203,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.4,5.2,5.7,2236,POINT (-97.43743489 25.93368058),48061013203
25101,2019,TX,48061,48061013102,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.4,5.2,5.7,3905,POINT (-97.45717031 25.93510994),48061013102
25109,2019,TX,48113,48113005300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.0,3.9,4.1,7085,POINT (-96.86025422 32.73410589),48113005300
25113,2019,TX,48085,48085031409,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.0,4.9,5.2,9572,POINT (-96.66215755 33.0670121),48085031409
25115,2019,TX,48049,48049950600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,6.8,7.4,2654,POINT (-98.99525131 31.73013432),48049950600
25143,2019,TX,48113,48113005000,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.3,4.1,4.4,4322,POINT (-96.8303554 32.7384457),48113005000
25205,2019,TX,48099,48099010502,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,2.1,2.0,2.2,4296,POINT (-97.80922296 31.14417072),48099010502
25206,2019,TX,48085,48085030702,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.1,5.8,6.4,4867,POINT (-96.62488422 33.20363485),48085030702
25270,2019,TX,48113,48113001204,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.7,3.5,3.8,2572,POINT (-96.74837706 32.79869715),48113001204
25339,2019,TX,48041,48041001100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.5,6.2,6.9,4542,POINT (-96.34080893 30.64402814),48041001100
25353,2019,TX,48085,48085030603,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.6,5.5,5.8,6996,POINT (-96.65394566 33.20427265),48085030603
25422,2019,TX,48085,48085031900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.8,3.7,3.9,4397,POINT (-96.6898732 33.01049158),48085031900
25423,2019,TX,48065,48065950100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.8,8.6,9.0,2387,POINT (-101.1970769 35.39969467),48065950100
25462,2019,TX,48085,48085030531,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.2,6.0,6.5,5663,POINT (-96.70546558 33.18492265),48085030531
25510,2019,TX,48085,48085030522,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.5,3.4,3.6,4183,POINT (-96.75909739 33.18894016),48085030522
25516,2019,TX,48113,48113005200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.2,4.0,4.3,4713,POINT (-96.85080305 32.74061133),48113005200
25521,2019,TX,48041,48041000604,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.3,3.2,3.4,6182,POINT (-96.38441889 30.65272456),48041000604
25525,2019,TX,48061,48061010402,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.6,7.4,7.8,6683,POINT (-97.73932575 26.19895756),48061010402
25549,2019,TX,48113,48113001503,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.0,3.9,4.1,3111,POINT (-96.77694913 32.80287857),48113001503
25567,2019,TX,48085,48085030403,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.8,5.5,6.0,5389,POINT (-96.81201635 33.16244447),48085030403
25600,2019,TX,48083,48083950300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.6,8.2,9.0,4871,POINT (-99.40762879 31.83345617),48083950300
25609,2019,TX,48061,48061011200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,4.9,5.4,1658,POINT (-97.68519748 26.18617134),48061011200
25614,2019,TX,48085,48085031661,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.1,3.9,4.2,2789,POINT (-96.78486867 33.1013531),48085031661
25617,2019,TX,48041,48041001701,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,1.4,1.3,1.4,5762,POINT (-96.30663195 30.6180858),48041001701
25643,2019,TX,48085,48085031316,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.7,4.6,4.9,6399,POINT (-96.62241813 32.99859512),48085031316
25655,2019,TX,48049,48049950300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.7,8.5,8.9,3143,POINT (-98.82421558 31.7511798),48049950300
25688,2019,TX,48097,48097000100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,7.3,7.8,5892,POINT (-97.06757392 33.76210767),48097000100
25692,2019,TX,48085,48085030517,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.3,4.1,4.5,5879,POINT (-96.72444981 33.16354027),48085030517
25700,2019,TX,48073,48073950200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.6,7.4,7.8,5499,POINT (-95.29203887 32.09021071),48073950200
25776,2019,TX,48061,48061012504,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.9,3.7,4.1,15629,POINT (-97.52635798 25.96022653),48061012504
25813,2019,TX,48113,48113001704,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.5,3.4,3.6,1394,POINT (-96.800961 32.79393761),48113001704
25850,2019,TX,48061,48061013207,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.2,5.0,5.4,4050,POINT (-97.416534 25.92885677),48061013207
25942,2019,TX,48113,48113003901,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.7,5.5,5.9,1724,POINT (-96.74519183 32.75991126),48113003901
25944,2019,TX,48111,48111950100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,6.9,7.3,1455,POINT (-102.6026061 36.2786909),48111950100
25987,2019,TX,48085,48085031625,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.7,7.3,8.1,4227,POINT (-96.76170334 33.03382389),48085031625
25994,2019,TX,48085,48085032011,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,4.7,5.1,5971,POINT (-96.64580295 32.99898343),48085032011
26011,2019,TX,48053,48053960600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,10.2,9.8,10.6,3690,POINT (-98.32670488 30.64039506),48053960600
26083,2019,TX,48085,48085031804,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.6,6.3,6.9,4222,POINT (-96.75035642 32.99398013),48085031804
26086,2019,TX,48113,48113000500,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,4.7,5.0,5537,POINT (-96.81232473 32.8059375),48113000500
26100,2019,TX,48113,48113002702,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.9,5.6,6.2,1559,POINT (-96.75079451 32.77020652),48113002702
26111,2019,TX,48061,48061011400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.7,5.5,5.8,6337,POINT (-97.60373913 26.15634819),48061011400
26176,2019,TX,48113,48113007810,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.2,5.9,6.5,3953,POINT (-96.73918875 32.90662575),48113007810
26177,2019,TX,48091,48091310200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.8,6.6,7.0,2482,POINT (-98.11947005 29.71526449),48091310200
26205,2019,TX,48061,48061014200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.1,4.0,4.1,5311,POINT (-97.36906275 26.03757442),48061014200
26219,2019,TX,48085,48085030529,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.3,6.0,6.6,3240,POINT (-96.72542172 33.18132617),48085030529
26308,2019,TX,48113,48113001900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.6,3.5,3.8,4135,POINT (-96.80902908 32.79168598),48113001900
26344,2019,TX,48085,48085030701,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.3,5.1,5.6,3371,POINT (-96.62297761 33.22618996),48085030701
26360,2019,TX,48113,48113000404,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.5,4.4,4.6,3451,POINT (-96.828307 32.81955952),48113000404
26396,2019,TX,48099,48099010702,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.0,5.8,6.3,3294,POINT (-97.92310387 31.11171914),48099010702
26409,2019,TX,48085,48085031659,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.0,3.9,4.2,1858,POINT (-96.796908 33.08089738),48085031659
26420,2019,TX,48067,48067950500,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.4,8.1,8.6,2822,POINT (-94.14163271 32.99258393),48067950500
26432,2019,TX,48085,48085031631,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,4.7,5.1,4440,POINT (-96.71741216 33.07750865),48085031631
26458,2019,TX,48113,48113002200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.8,3.7,3.9,2279,POINT (-96.7813785 32.78972966),48113002200
26461,2019,TX,48085,48085032008,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.9,5.6,6.1,4226,POINT (-96.67403982 33.04260577),48085032008
26471,2019,TX,48113,48113005600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.3,4.1,4.4,6638,POINT (-96.82080351 32.71237361),48113005600
26632,2019,TX,48067,48067950300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.4,7.1,7.7,1681,POINT (-94.15648889 33.15882408),48067950300
26643,2019,TX,48113,48113000406,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.7,3.6,3.8,7200,POINT (-96.85223621 32.83566757),48113000406
26654,2019,TX,48113,48113006302,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.3,4.1,4.5,4428,POINT (-96.84738775 32.72517518),48113006302
26656,2019,TX,48061,48061013303,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.1,3.9,4.3,3986,POINT (-97.45347528 25.92252435),48061013303
26661,2019,TX,48085,48085031508,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.0,5.8,6.2,5626,POINT (-96.66104602 33.1152403),48085031508
26686,2019,TX,48085,48085031647,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.8,5.5,6.0,3038,POINT (-96.83646857 33.03614454),48085031647
26726,2019,TX,48061,48061011301,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.9,5.7,6.2,1729,POINT (-97.67423578 26.18143309),48061011301
26765,2019,TX,48071,48071710500,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.5,6.3,6.7,3887,POINT (-94.57982961 29.65633959),48071710500
26816,2019,TX,48085,48085031637,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.1,5.8,6.4,6952,POINT (-96.76100013 33.07874895),48085031637
26820,2019,TX,48067,48067950600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.5,8.3,8.7,5740,POINT (-94.34886708 32.99119931),48067950600
26890,2019,TX,48085,48085030518,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,4.7,5.1,1690,POINT (-96.76804544 33.16354647),48085030518
26894,2019,TX,48041,48041000300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.9,4.7,5.1,7211,POINT (-96.38647948 30.70703103),48041000300
26976,2019,TX,48113,48113007805,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,10.5,9.8,11.2,3261,POINT (-96.75777858 32.90199754),48113007805
27039,2019,TX,48113,48113002000,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.2,3.1,3.3,5741,POINT (-96.81651234 32.75922427),48113002000
27102,2019,TX,48057,48057000300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.0,7.8,8.3,1454,POINT (-96.46525761 28.65963201),48057000300
27134,2019,TX,48069,48069950300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.2,6.1,6.3,2238,POINT (-102.2587013 34.41976466),48069950300
27151,2019,TX,48089,48089750100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.6,6.4,6.7,4769,POINT (-96.33978559 29.61429901),48089750100
27165,2019,TX,48113,48113001102,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.0,4.8,5.2,2284,POINT (-96.75736073 32.81794977),48113001102
27192,2019,TX,48113,48113004500,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.2,4.1,4.4,6008,POINT (-96.86579264 32.74414964),48113004500
27242,2019,TX,48113,48113005901,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.5,6.2,6.9,5051,POINT (-96.80822793 32.69305025),48113005901
27244,2019,TX,48041,48041000103,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.3,7.0,7.5,1837,POINT (-96.28513657 30.87571768),48041000103
27283,2019,TX,48041,48041000800,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,7.1,7.9,5255,POINT (-96.35583772 30.65948411),48041000800
27354,2019,TX,48091,48091310604,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.0,8.6,9.5,2664,POINT (-98.27391869 29.88183096),48091310604
27400,2019,TX,48091,48091310902,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.4,6.2,6.6,5951,POINT (-98.08735816 29.77623244),48091310902
27423,2019,TX,48041,48041002013,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.4,4.2,4.6,4873,POINT (-96.32555678 30.54287307),48041002013
27427,2019,TX,48085,48085031708,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.0,6.7,7.3,3819,POINT (-96.80380532 32.99245397),48085031708
27462,2019,TX,48085,48085031612,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,6.7,7.5,6101,POINT (-96.76106992 33.04905367),48085031612
27467,2019,TX,48061,48061010900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,4.8,5.3,1651,POINT (-97.69607129 26.19245269),48061010900
27469,2019,TX,48085,48085031308,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.0,4.9,5.2,6358,POINT (-96.52481978 33.03644199),48085031308
27501,2019,TX,48085,48085030202,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.8,7.6,8.0,2250,POINT (-96.64278935 33.34123999),48085030202
27519,2019,TX,48085,48085031201,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.2,6.1,6.4,4787,POINT (-96.37814996 33.04553787),48085031201
27526,2019,TX,48061,48061011802,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.6,4.4,4.9,3922,POINT (-97.69758624 26.16061293),48061011802
27527,2019,TX,48089,48089750500,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.2,7.9,8.4,4147,POINT (-96.54651467 29.66948156),48089750500
27553,2019,TX,48063,48063950102,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.8,8.5,9.2,4061,POINT (-95.05039068 33.00068746),48063950102
27566,2019,TX,48089,48089750200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.3,8.0,8.5,2162,POINT (-96.51544015 29.45357596),48089750200
27654,2019,TX,48057,48057000100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.6,6.4,6.9,5409,POINT (-96.63066329 28.63758754),48057000100
27659,2019,TX,48085,48085031633,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.7,5.5,6.0,3705,POINT (-96.72576417 33.06802344),48085031633
27667,2019,TX,48085,48085030405,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.4,4.2,4.5,4214,POINT (-96.79702846 33.13099563),48085030405
27685,2019,TX,48085,48085031655,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.2,5.0,5.5,4672,POINT (-96.78281698 33.03085087),48085031655
27729,2019,TX,48075,48075950100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.7,3.5,3.8,2101,POINT (-100.2075758 34.53093647),48075950100
27803,2019,TX,48041,48041002007,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.1,3.0,3.2,5673,POINT (-96.28964009 30.56602102),48041002007
27846,2019,TX,48085,48085032013,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.7,3.6,3.8,5721,POINT (-96.68782154 33.05530026),48085032013
27853,2019,TX,48085,48085030509,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,4.9,5.4,2395,POINT (-96.79204528 33.12245951),48085030509
27876,2019,TX,48039,48039664100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.3,6.2,6.5,5348,POINT (-95.31792805 29.08128287),48039664100
27903,2019,TX,48073,48073950900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.6,5.4,5.8,4332,POINT (-95.10890113 31.80060492),48073950900
27913,2019,TX,48113,48113004400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.0,6.7,7.3,3107,POINT (-96.84486745 32.76030141),48113004400
27948,2019,TX,48113,48113003400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.6,5.3,5.8,1146,POINT (-96.78094069 32.75891176),48113003400
27957,2019,TX,48061,48061013600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.5,5.2,5.8,3311,POINT (-97.5162041 25.92005177),48061013600
27962,2019,TX,48085,48085031623,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.4,5.2,5.6,2786,POINT (-96.7211762 33.02305502),48085031623
27980,2019,TX,48113,48113000900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.2,3.1,3.4,4743,POINT (-96.78110567 32.81369423),48113000900
28011,2019,TX,48113,48113002400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.7,3.6,3.8,3727,POINT (-96.7573452 32.79387484),48113002400
28045,2019,TX,48093,48093950100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.9,8.6,9.1,4424,POINT (-98.60298326 32.11178327),48093950100
28076,2019,TX,48085,48085030511,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.5,4.4,4.7,4733,POINT (-96.75896322 33.13879172),48085030511
28098,2019,TX,48093,48093950300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.0,7.6,8.4,4147,POINT (-98.58622939 31.90518922),48093950300
28160,2019,TX,48113,48113006700,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.7,3.5,3.8,7486,POINT (-96.88670516 32.74419697),48113006700
28175,2019,TX,48083,48083950600,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,10.1,9.8,10.5,1399,POINT (-99.44525418 31.94828303),48083950600
28190,2019,TX,48041,48041002010,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,6.9,7.4,2714,POINT (-96.19158931 30.50275685),48041002010
28222,2019,TX,48085,48085030524,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.7,4.5,4.8,2256,POINT (-96.75028755 33.2111105),48085030524
28231,2019,TX,48061,48061012900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,6.8,7.4,4290,POINT (-97.51491566 25.93933987),48061012900
28264,2019,TX,48041,48041001303,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,1.9,1.8,2.0,5136,POINT (-96.32222838 30.62455383),48041001303
28293,2019,TX,48085,48085031001,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.9,5.7,6.1,6635,POINT (-96.51588937 33.11801995),48085031001
28316,2019,TX,48113,48113006200,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.8,4.7,4.9,5940,POINT (-96.83333589 32.72396616),48113006200
28328,2019,TX,48085,48085032003,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.2,5.0,5.5,5735,POINT (-96.69071619 33.02476074),48085032003
28435,2019,TX,48039,48039664501,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.6,7.4,7.8,4925,POINT (-95.53034922 28.9269391),48039664501
28581,2019,TX,48085,48085031657,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,2.6,2.5,2.7,1268,POINT (-96.81065372 33.08347293),48085031657
28642,2019,TX,48049,48049950900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,6.8,7.5,4815,POINT (-98.982882 31.69276049),48049950900
28647,2019,TX,48085,48085031664,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.8,5.6,6.1,3982,POINT (-96.78157072 33.07504598),48085031664
28666,2019,TX,48073,48073950801,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.2,7.9,8.6,4408,POINT (-95.15893321 31.76644927),48073950801
28671,2019,TX,48039,48039664300,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.5,4.4,4.7,5445,POINT (-95.3636339 28.96806986),48039664300
28733,2019,TX,48091,48091310403,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.7,6.5,7.1,5537,POINT (-98.14233424 29.67130523),48091310403
28741,2019,TX,48061,48061014400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.9,3.8,4.0,12877,POINT (-97.48224185 25.99093098),48061014400
28805,2019,TX,48105,48105950100,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.5,6.3,6.7,3719,POINT (-101.4120558 30.72295528),48105950100
28834,2019,TX,48097,48097000900,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,7.4,7.7,4774,POINT (-97.29780816 33.520715),48097000900
28852,2019,TX,48061,48061013801,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.8,4.6,5.1,2784,POINT (-97.49328036 25.90805374),48061013801
28892,2019,TX,48061,48061012700,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.9,3.7,4.0,5621,POINT (-97.27519421 25.97177958),48061012700
28904,2019,TX,48099,48099010604,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,4.5,4.3,4.6,4853,POINT (-97.94451978 31.19624321),48099010604
29003,2019,TX,48061,48061010203,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.6,6.5,6.8,7607,POINT (-97.65911811 26.23356901),48061010203
29008,2019,TX,48053,48053960400,BRFSS,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.5,9.2,9.9,5302,POINT (-98.24816873 30.7135997),48053960400
